"Agency","Agency.Type","Distribution.Channel","Product.Name","Claim","Duration","Destination","Net.Sales","Commision..in.value.","Gender","Age"
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",25,"JAPAN",85,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"JAPAN",24,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",51,"SINGAPORE",31,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"SINGAPORE",16,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"INDONESIA",47,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",43,"INDIA",16,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",63,"JAPAN",64,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",73,"MALAYSIA",35,0,"",27
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"CHINA",0,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"KOREA, REPUBLIC OF",19,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"CHINA",76,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"MALAYSIA",14,0,"",55
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",7,"UNITED STATES",50,0,"",45
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",25,"SINGAPORE",20,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",2,"MALAYSIA",20,0,"",35
"JZI","Airlines","Online","Basic Plan","No",29,"HONG KONG",22,7.7,"F",23
"JZI","Airlines","Online","Basic Plan","No",6,"THAILAND",22,7.7,"F",31
"JZI","Airlines","Online","Value Plan","No",6,"VIET NAM",26,9.1,"F",61
"C2B","Airlines","Online","Bronze Plan","No",23,"SINGAPORE",69.5,17.38,"M",31
"C2B","Airlines","Online","Bronze Plan","No",8,"SINGAPORE",16,4,"F",32
"C2B","Airlines","Online","Silver Plan","No",27,"SINGAPORE",62,15.5,"M",26
"C2B","Airlines","Online","Silver Plan","No",12,"SINGAPORE",62,15.5,"F",27
"C2B","Airlines","Online","Annual Silver Plan","No",371,"SINGAPORE",216,54,"F",64
"C2B","Airlines","Online","Annual Silver Plan","No",367,"SINGAPORE",216,54,"F",30
"C2B","Airlines","Online","Annual Silver Plan","No",379,"SINGAPORE",302.4,75.6,"F",39
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",10,"THAILAND",69.3,41.58,"",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"MALAYSIA",59.4,35.64,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"SINGAPORE",59.4,35.64,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",70,"VIET NAM",34,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",49,"SRI LANKA",28,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",38,"MALAYSIA",63,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"MALAYSIA",24,0,"",40
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",13,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",20,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",29,"HONG KONG",26,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",4,"THAILAND",32,0,"",46
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",12,"MALAYSIA",20,0,"",58
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",225,"KOREA, REPUBLIC OF",112,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",41,"THAILAND",31,0,"",66
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"MALAYSIA",20,0,"",29
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",11,"KOREA, REPUBLIC OF",43,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",20,"CHINA",36,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",10,"THAILAND",59,0,"",47
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",41,"INDIA",34,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",37,"CAMBODIA",21,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",50,"INDONESIA",10,0,"",22
"EPX","Travel Agency","Online","Cancellation Plan","No",77,"CHINA",36,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"SINGAPORE",10,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",43,"JAPAN",39,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",53,"SINGAPORE",10,0,"",60
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"MALAYSIA",10,0,"",27
"EPX","Travel Agency","Online","Cancellation Plan","No",55,"PHILIPPINES",78,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"MALAYSIA",28,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",33,"INDIA",20,0,"",30
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",102,"SINGAPORE",20,0,"",41
"JWT","Airlines","Online","Value Plan","No",45,"INDIA",78,31.2,"M",118
"KML","Travel Agency","Online","Premier Plan","No",15,"INDONESIA",38,14.44,"F",48
"RAB","Airlines","Online","Value Plan","No",70,"BRUNEI DARUSSALAM",15,6,"M",39
"SSI","Airlines","Online","Ticket Protector","No",102,"SINGAPORE",0.96,0.27,"",48
"SSI","Airlines","Online","Ticket Protector","No",26,"SINGAPORE",0.96,0.27,"",48
"SSI","Airlines","Online","Ticket Protector","No",46,"SINGAPORE",0.96,0.27,"",48
"SSI","Airlines","Online","Ticket Protector","No",32,"SINGAPORE",0.96,0.27,"",48
"JZI","Airlines","Online","Basic Plan","No",18,"CHINA",40,14,"M",56
"JZI","Airlines","Online","Value Plan","No",191,"AUSTRALIA",58,20.3,"M",68
"TST","Travel Agency","Offline","Travel Cruise Protect","No",12,"MALAYSIA",30,10.5,"M",26
"TST","Travel Agency","Offline","Travel Cruise Protect","No",5,"THAILAND",30,10.5,"F",62
"TST","Travel Agency","Offline","Travel Cruise Protect","No",5,"THAILAND",30,10.5,"M",63
"TST","Travel Agency","Offline","Travel Cruise Protect","No",25,"THAILAND",30,10.5,"M",65
"TST","Travel Agency","Offline","Travel Cruise Protect","No",25,"THAILAND",30,10.5,"F",62
"CSR","Travel Agency","Offline","Comprehensive Plan","No",55,"MALAYSIA",29,9.57,"F",61
"CCR","Travel Agency","Offline","Premier Plan","No",45,"THAILAND",58,19.14,"F",118
"C2B","Airlines","Online","Bronze Plan","No",28,"SINGAPORE",53,13.25,"M",30
"C2B","Airlines","Online","Bronze Plan","No",19,"SINGAPORE",33.5,8.38,"F",32
"C2B","Airlines","Online","Bronze Plan","No",13,"SINGAPORE",26.5,6.63,"M",36
"C2B","Airlines","Online","Bronze Plan","No",11,"SINGAPORE",16,4,"F",51
"C2B","Airlines","Online","Bronze Plan","Yes",29,"SINGAPORE",26.5,6.63,"F",45
"C2B","Airlines","Online","Bronze Plan","No",54,"SINGAPORE",27,6.75,"M",28
"C2B","Airlines","Online","Bronze Plan","No",8,"SINGAPORE",20,5,"F",22
"C2B","Airlines","Online","Bronze Plan","No",6,"SINGAPORE",0,4,"M",39
"C2B","Airlines","Online","Bronze Plan","No",36,"SINGAPORE",68.5,17.13,"M",60
"C2B","Airlines","Online","Silver Plan","No",75,"SINGAPORE",62,15.5,"M",23
"C2B","Airlines","Online","Silver Plan","No",4,"SINGAPORE",22.5,5.63,"F",18
"C2B","Airlines","Online","Silver Plan","No",5,"SINGAPORE",22.5,5.63,"M",27
"C2B","Airlines","Online","Silver Plan","No",6,"SINGAPORE",34.8,8.7,"F",41
"C2B","Airlines","Online","Silver Plan","Yes",110,"SINGAPORE",271,67.75,"M",35
"C2B","Airlines","Online","Annual Silver Plan","No",365,"SINGAPORE",216,54,"M",26
"C2B","Airlines","Online","Annual Silver Plan","No",375,"SINGAPORE",161,40.25,"M",44
"C2B","Airlines","Online","Annual Silver Plan","No",369,"SINGAPORE",216,54,"F",28
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",24,"SWITZERLAND",0,23.76,"",30
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",24,"INDONESIA",89.1,53.46,"",46
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",10,"AUSTRALIA",99,59.4,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"MALAYSIA",0,5.94,"",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",8,"MALAYSIA",0,11.88,"",36
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",3,"GREECE",29.7,17.82,"",34
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",14,"NEW ZEALAND",99,59.4,"",55
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",20,"MALAYSIA",19.8,11.88,"",62
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",5,"MALAYSIA",39.6,23.76,"",34
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",69,"VIET NAM",27,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",28,"INDONESIA",20,0,"",44
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"TAIWAN, PROVINCE OF CHINA",39,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",20,"VIET NAM",65,0,"",55
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",4,"MALAYSIA",36,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",264,"AUSTRALIA",54,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",43,"HONG KONG",24,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",17,"INDIA",61,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",164,"KOREA, REPUBLIC OF",36,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",31,"THAILAND",23,0,"",37
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",27,"VIET NAM",33,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",21,"THAILAND",27,0,"",26
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"THAILAND",10,0,"",25
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"AUSTRALIA",47,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"UNITED STATES",80,0,"",53
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"MALAYSIA",16,0,"",54
"EPX","Travel Agency","Online","Cancellation Plan","Yes",57,"UNITED STATES",65,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",17,"BRUNEI DARUSSALAM",23,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"VIET NAM",32,0,"",44
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"CHINA",53,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"MALAYSIA",10,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",103,"INDONESIA",10,0,"",42
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"AUSTRALIA",70,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"THAILAND",27,0,"",63
"EPX","Travel Agency","Online","Cancellation Plan","No",35,"HONG KONG",10,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"MALAYSIA",10,0,"",53
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"JAPAN",80,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",82,"INDIA",13,0,"",25
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",23,"SINGAPORE",63,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",3,"SINGAPORE",20,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",5,"SINGAPORE",30,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",4,"MALAYSIA",20,0,"",52
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",15,"TAIWAN, PROVINCE OF CHINA",20,0,"",59
"JWT","Airlines","Online","Value Plan","No",17,"INDIA",39,15.6,"M",118
"JWT","Airlines","Online","Value Plan","No",6,"INDIA",31,12.4,"F",118
"KML","Travel Agency","Online","Premier Plan","No",75,"INDONESIA",49,18.62,"F",48
"RAB","Airlines","Online","Value Plan","No",43,"BRUNEI DARUSSALAM",15,6,"F",23
"RAB","Airlines","Online","Value Plan","No",68,"BRUNEI DARUSSALAM",23,9.2,"F",80
"SSI","Airlines","Online","Ticket Protector","No",49,"SINGAPORE",9.13,2.56,"",48
"SSI","Airlines","Online","Ticket Protector","No",61,"SINGAPORE",1.61,0.45,"",48
"JZI","Airlines","Online","Basic Plan","No",19,"PHILIPPINES",30,10.5,"F",54
"JZI","Airlines","Online","Basic Plan","No",37,"THAILAND",18,6.3,"M",42
"JZI","Airlines","Online","Basic Plan","No",45,"JAPAN",0,12.25,"F",30
"JZI","Airlines","Online","Basic Plan","No",24,"HONG KONG",22,7.7,"F",22
"JZI","Airlines","Online","Value Plan","No",72,"JAPAN",58,20.3,"F",17
"TST","Travel Agency","Offline","Travel Cruise Protect","No",4,"THAILAND",30,10.5,"M",69
"C2B","Airlines","Online","Bronze Plan","No",21,"SINGAPORE",45.5,11.38,"M",25
"C2B","Airlines","Online","Bronze Plan","No",15,"SINGAPORE",20,5,"F",21
"C2B","Airlines","Online","Bronze Plan","No",11,"SINGAPORE",20,5,"M",20
"C2B","Airlines","Online","Bronze Plan","No",53,"SINGAPORE",93,23.25,"M",71
"C2B","Airlines","Online","Bronze Plan","No",15,"SINGAPORE",27,6.75,"M",31
"C2B","Airlines","Online","Bronze Plan","No",7,"SINGAPORE",16,4,"F",24
"C2B","Airlines","Online","Bronze Plan","No",20,"SINGAPORE",16,4,"F",28
"C2B","Airlines","Online","Bronze Plan","No",9,"SINGAPORE",27,6.75,"M",18
"C2B","Airlines","Online","Bronze Plan","Yes",3,"SINGAPORE",13.5,3.38,"F",37
"C2B","Airlines","Online","Bronze Plan","Yes",14,"SINGAPORE",33.5,8.38,"F",32
"C2B","Airlines","Online","Silver Plan","No",18,"SINGAPORE",67.8,16.95,"M",36
"C2B","Airlines","Online","Silver Plan","No",12,"SINGAPORE",39,9.75,"M",22
"C2B","Airlines","Online","Silver Plan","No",32,"SINGAPORE",62,15.5,"F",32
"C2B","Airlines","Online","Silver Plan","No",8,"SINGAPORE",22.5,5.63,"F",25
"C2B","Airlines","Online","Gold Plan","No",6,"SINGAPORE",138,34.5,"M",38
"C2B","Airlines","Online","Annual Silver Plan","No",445,"SINGAPORE",216,54,"F",58
"C2B","Airlines","Online","Annual Silver Plan","No",364,"SINGAPORE",432,108,"F",21
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",184,"AUSTRALIA",39.6,23.76,"",26
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"UNITED KINGDOM",138.6,83.16,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"MALAYSIA",39.6,23.76,"",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",64,"SPAIN",0,5.94,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"SPAIN",178.2,106.92,"",50
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",17,"AUSTRALIA",99,59.4,"",63
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",3,"MALAYSIA",0,11.88,"",56
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",19,"CHINA",20,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",19,"CHINA",39,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"SINGAPORE",20,0,"",54
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",25,"TAIWAN, PROVINCE OF CHINA",51,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"CHINA",55,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"CHINA",96,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"THAILAND",42,0,"",43
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",29,"JAPAN",0,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",35,"PHILIPPINES",24,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",32,"NORWAY",81,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",10,"TAIWAN, PROVINCE OF CHINA",112,0,"",50
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",25,"UNITED KINGDOM",87,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",10,"HONG KONG",0,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",31,"PHILIPPINES",25,0,"",37
"EPX","Travel Agency","Online","Cancellation Plan","No",53,"UNITED STATES",80,0,"",45
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"VIET NAM",16,0,"",64
"EPX","Travel Agency","Online","Cancellation Plan","No",49,"SWITZERLAND",48,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",17,"UNITED STATES",80,0,"",30
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"THAILAND",11,0,"",33
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"CHINA",35,0,"",54
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"MALAYSIA",32,0,"",52
"EPX","Travel Agency","Online","Cancellation Plan","No",21,"TAIWAN, PROVINCE OF CHINA",24,0,"",64
"EPX","Travel Agency","Online","Cancellation Plan","No",39,"SINGAPORE",10,0,"",37
"EPX","Travel Agency","Online","Cancellation Plan","No",34,"CHINA",14,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",90,"AUSTRALIA",22,0,"",25
"EPX","Travel Agency","Online","Cancellation Plan","No",207,"CHINA",24,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"PAKISTAN",63,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"VIET NAM",28,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","Yes",38,"THAILAND",13,0,"",30
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",1,"MALAYSIA",20,0,"",35
"LWC","Travel Agency","Online","Annual Travel Protect Silver","No",373,"INDONESIA",173.25,112.61,"F",39
"LWC","Travel Agency","Online","Annual Travel Protect Gold","No",368,"UNITED STATES",320.25,208.16,"M",36
"JZI","Airlines","Online","Basic Plan","No",15,"CAMBODIA",18,6.3,"M",52
"JZI","Airlines","Online","Basic Plan","No",17,"TAIWAN, PROVINCE OF CHINA",22,7.7,"M",24
"JZI","Airlines","Online","Basic Plan","No",32,"INDONESIA",30,10.5,"M",38
"JZI","Airlines","Online","Basic Plan","No",36,"MYANMAR",18,6.3,"F",36
"JZI","Airlines","Online","Basic Plan","No",23,"VIET NAM",0,7.7,"F",49
"C2B","Airlines","Online","Bronze Plan","No",10,"SINGAPORE",20,5,"M",43
"C2B","Airlines","Online","Bronze Plan","No",5,"SINGAPORE",32,8,"F",21
"C2B","Airlines","Online","Bronze Plan","No",9,"SINGAPORE",20,5,"M",26
"C2B","Airlines","Online","Bronze Plan","No",20,"SINGAPORE",45.5,11.38,"F",23
"C2B","Airlines","Online","Bronze Plan","Yes",18,"SINGAPORE",33.5,8.38,"F",31
"C2B","Airlines","Online","Bronze Plan","Yes",25,"SINGAPORE",26.5,6.63,"M",27
"C2B","Airlines","Online","Silver Plan","No",41,"SINGAPORE",29.5,7.38,"F",22
"C2B","Airlines","Online","Silver Plan","No",26,"SINGAPORE",97.8,24.45,"F",28
"C2B","Airlines","Online","Silver Plan","No",4,"SINGAPORE",22.5,5.63,"F",36
"C2B","Airlines","Online","Silver Plan","No",6,"SINGAPORE",22.5,5.63,"M",26
"C2B","Airlines","Online","Silver Plan","No",16,"SINGAPORE",62,15.5,"M",23
"C2B","Airlines","Online","Gold Plan","No",17,"SINGAPORE",88,22,"M",36
"C2B","Airlines","Online","Annual Silver Plan","Yes",364,"SINGAPORE",216,54,"F",42
"C2B","Airlines","Online","Annual Silver Plan","No",435,"SINGAPORE",161,40.25,"F",31
"C2B","Airlines","Online","Annual Gold Plan","No",378,"SINGAPORE",333,83.25,"F",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"UNITED KINGDOM",39.6,23.76,"",48
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"NEW ZEALAND",59.4,35.64,"",33
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",1,"AUSTRALIA",9.9,5.94,"",52
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",103,"AUSTRALIA",69.3,41.58,"",34
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"THAILAND",19.8,11.88,"",38
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",26,"THAILAND",29.7,17.82,"",26
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",13,"KOREA, REPUBLIC OF",39.6,23.76,"",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",10,"AUSTRALIA",0,11.88,"",27
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",39,"JAPAN",53,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",39,"JAPAN",53,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",18,"VIET NAM",40,0,"",64
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",45,"HONG KONG",20,0,"",57
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"MALAYSIA",20,0,"",34
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",10,"KOREA, REPUBLIC OF",112,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",20,"CHINA",60,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",34,"TAIWAN, PROVINCE OF CHINA",22,0,"",55
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"MACAO",112,0,"",47
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",23,"PHILIPPINES",65,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",41,"PHILIPPINES",20,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","Yes",39,"THAILAND",10,0,"",31
"EPX","Travel Agency","Online","Cancellation Plan","Yes",38,"THAILAND",10,0,"",31
"EPX","Travel Agency","Online","Cancellation Plan","No",35,"THAILAND",13,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"INDONESIA",23,0,"",44
"EPX","Travel Agency","Online","Cancellation Plan","No",16,"UNITED STATES",25,0,"",79
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"SINGAPORE",13,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"MALAYSIA",20,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",30,"MALAYSIA",22,0,"",40
"EPX","Travel Agency","Online","Cancellation Plan","No",114,"CHINA",18,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"PHILIPPINES",25,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",39,"VIET NAM",12,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",184,"TURKEY",50,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"CHINA",16,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",35,"CHINA",27,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"THAILAND",10,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",127,"MALAYSIA",10,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"CHINA",31,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"CHINA",30,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",3,"SINGAPORE",20,0,"",35
"KML","Travel Agency","Online","Value Plan","No",3,"INDONESIA",22,8.36,"M",48
"JZI","Airlines","Online","Basic Plan","No",6,"VIET NAM",22,7.7,"M",46
"JZI","Airlines","Online","Basic Plan","No",2,"BANGLADESH",22,7.7,"M",30
"JZI","Airlines","Online","Basic Plan","No",2,"CHINA",22,7.7,"M",45
"JZI","Airlines","Online","Basic Plan","No",43,"CHINA",26,9.1,"M",58
"JZI","Airlines","Online","Basic Plan","No",90,"CHINA",44,15.4,"M",30
"JZI","Airlines","Online","Value Plan","No",39,"GERMANY",0,30.45,"M",35
"TST","Travel Agency","Offline","Travel Cruise Protect","No",23,"THAILAND",30,10.5,"M",61
"TST","Travel Agency","Offline","Travel Cruise Protect","No",16,"MALAYSIA",30,10.5,"M",59
"TST","Travel Agency","Offline","Travel Cruise Protect","No",16,"MALAYSIA",30,10.5,"F",57
"TST","Travel Agency","Offline","Travel Cruise Protect","No",16,"MALAYSIA",30,10.5,"M",56
"TST","Travel Agency","Offline","Travel Cruise Protect","No",16,"MALAYSIA",30,10.5,"F",56
"CCR","Travel Agency","Offline","Comprehensive Plan","No",95,"MALAYSIA",29,9.57,"M",43
"C2B","Airlines","Online","Bronze Plan","No",5,"SINGAPORE",16,4,"M",25
"C2B","Airlines","Online","Bronze Plan","No",126,"SINGAPORE",33.5,8.38,"F",64
"C2B","Airlines","Online","Bronze Plan","No",16,"SINGAPORE",0,5,"F",23
"C2B","Airlines","Online","Bronze Plan","No",7,"SINGAPORE",32.5,8.13,"F",39
"C2B","Airlines","Online","Bronze Plan","No",26,"SINGAPORE",27,6.75,"M",30
"C2B","Airlines","Online","Bronze Plan","No",26,"SINGAPORE",21,5.25,"F",48
"C2B","Airlines","Online","Bronze Plan","No",5,"SINGAPORE",21,5.25,"F",28
"C2B","Airlines","Online","Silver Plan","No",5,"SINGAPORE",34.8,8.7,"F",23
"C2B","Airlines","Online","Silver Plan","No",11,"SINGAPORE",39,9.75,"M",30
"C2B","Airlines","Online","Silver Plan","No",7,"SINGAPORE",22.5,5.63,"F",66
"C2B","Airlines","Online","Silver Plan","Yes",13,"SINGAPORE",48.5,12.13,"M",27
"C2B","Airlines","Online","Annual Silver Plan","No",370,"SINGAPORE",216,54,"M",52
"C2B","Airlines","Online","Annual Silver Plan","No",367,"SINGAPORE",161,40.25,"M",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"THAILAND",0,23.76,"",25
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",8,"THAILAND",59.4,35.64,"",47
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",33,"GERMANY",9.9,5.94,"",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",71,"NEW ZEALAND",49.5,29.7,"",28
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"CYPRUS",69.3,41.58,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",68,"MALAYSIA",79.2,47.52,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"MALAYSIA",19.8,11.88,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",13,"CHINA",80,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",32,"MYANMAR",24,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",55,"AUSTRALIA",42,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",51,"UNITED STATES",112,0,"",45
